imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt9614460,Chhapaak,Chhapaak,2020,2020-01-10,"Biography, Drama",120,India,Hindi,Meghna Gulzar,"Atika Chohan, Meghna Gulzar",Fox STAR Studios,"Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair, Vaibhavi Upadhyay, Geeta Agarwal, Vishal Dahiya, Ankit Bisht, Satish Sharma, Anand Tiwari, Ipshita Chakraborty Singh, Devas Dixit, Delzad Hiwale, Sanjay Gurbaxani, Annapurna Soni","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.",5.1,23866,,$ 604334,$ 6532100,,1299.0,21.0
tt9614772,Geetha,Geetha,2019,2019-09-27,"Drama, Romance",148,India,Kannada,Vijay Naagendra,,Golden Movies,"Ganesh, Shanvi Srivastava, Parvathy Arun, Prayaga Martin, Devaraj, Sudharani, Aarti, Akash, Anand, Kumar Arasegowda, Bharath, Ravi Bhat, Chiranth, Fakirappa, Vihaan Ganesh","Akash, a software professional who comes from a broken home, is a cynical younger who does not really believe in the idea of love. But when he learns about his father's past and encounters love in close proximity in his life, does he find a happy ending?",6.1,116,,,,,2.0,2.0
tt9614950,Thirumanam,Thirumanam,2019,2019-03-01,Drama,156,India,Tamil,Cheran,Cheran,Preniss International,"Cheran, Sukanya","Very much concerned about his family's financial status, Arivudainambi is unhappy with the way his sister's wedding to a wealthy man is being done.",6.5,111,,,$ 5165,,5.0,3.0
tt9614988,Sillu Karuppatti,Sillu Karuppatti,2019,2019-12-27,"Drama, Romance",153,India,Tamil,Halitha Shameem,Halitha Shameem,Divine Productions,"Sara Arjun, Manikandan, Nivedhithaa Sathish, Leela Samson, Samuthirakani, Sunaina",An anthology of four romantic stories across four age groups connected by that magical thread called love.,8.2,1104,,,,,30.0,3.0
tt9614994,Rabb Da Radio 2,Rabb Da Radio 2,2019,2019-03-29,Drama,129,India,Punjabi,Sharan Art,Jass Grewal,Vehli Janta Films,"Tarsem Jassar, Simi Chahal, Tania, Harby Sangha, Sunita Dhir, Jagjeet Sandhu, Wamiqa Gabbi, Ranjit Bawa, Avtar Gill, Gurpreet Bhangu, Lakha Lehri, Baljinder Kaur, Prakash Gadhu, Parminder Gill, Jasbir Gill",A newly married man returns home and is saddened to learn his extended family has split apart.,7.0,196,,,$ 201416,,7.0,
tt9615016,Dhilluku Dhuddu 2,Dhilluku Dhuddu 2,2019,2019-02-07,"Comedy, Horror",119,India,Tamil,Rambala,Rambala,Handmade films,"Santhanam, Shritha Sivadas, Motta Rajendran, Bipin, Urvashi, Shivashankar, G. Marimuthu, T.M. Karthik Srinivasan, Ramar","Due to the black magic protecting Maya, anyone who falls in love with her ends up mysteriously killed, so Vijay tries to get rid of the magic.",5.3,504,,,$ 45502,,8.0,3.0
tt9615020,Natpe Thunai,Natpe Thunai,2019,2019-04-04,"Comedy, Drama, Sport",154,India,Tamil,Parthiban Desingu,"Devesh Jeyachandran, Sreekanth",Avni Movies,"Hiphop Tamizha Adhi, Anagha, Karu Palaniappan, Kousalya, Sha Ra, R.J. Vignesh, Pandiarajan, Harish Uthaman, Vijay Kumar Rajendran, Ashwin Jerome, Bijili Ramesh, Raj Mohan, Tigergarden Thangadurai, Guhan Prakash, Chutti Aravind",An international hockey player who has chosen to leave the sport picks it up again to save the ground of a local team.,6.5,684,,,$ 10374,,22.0,4.0
tt9615278,Abou Leila,Abou Leila,2019,2020-07-15,"Drama, Mystery, Thriller",135,"Algeria, France, Qatar",Arabic,Amin Sidi-Boumédiène,Amin Sidi-Boumédiène,Thala Films Production,"Slimane Benouari, Lyès Salem, Azouz Abdelkader, Fouad Megiraga, Meriem Medjkrane, Hocine Mokhtar, Samir El Hakim","Algeria, 1994. S. and Lotfi, two childhood friends, cross the desert in search of Abu Leila, a dangerous terrorist.",5.9,160,,,$ 55581,,,9.0
tt9616700,Adú,Adú,2020,2020-06-30,Drama,119,Spain,"French, English, Spanish",Salvador Calvo,Alejandro Hernández,Ikiru Films,"Luis Tosar, Álvaro Cervantes, Anna Castillo, Moustapha Oumarou, Miquel Fernández, Jesús Carroza, Adam Nourou, Zayiddiya Dissou, Ana Wagener, Nora Navas, Issaka Sawadogo, Bella Agossou, Josean Bengoetxea, Eliane Chagas, Koffi Gahou","Three people, three stories, one thing in common: Africa.",6.7,1693,,,$ 7085946,,18.0,12.0
tt9617578,It Started as a Joke,It Started as a Joke,2019,2019-03-10,Documentary,76,,,"Julie Smith Clem, Ken Druckerman",,Left/Right,"Michael Ian Black, Wyatt Cenac, Jo Firestone, Jon Glaser, Ira Glass, Bobcat Goldthwait, John Hodgman, Eugene Mirman, Aparna Nancherla, Kumail Nanjiani, Kristen Schaal, Michael Showalter, Reggie Watts","A look at the decade-long run of the Eugene Mirman Comedy Festival in Brooklyn, the alternative comedy scene in New York, and Eugene's personal life.",7.1,112,,,,,2.0,7.0
tt9619402,El Que Se Enamora Pierde,El Que Se Enamora Pierde,2019,2019-01-03,Comedy,90,Colombia,Spanish,Fernando Ayllón,,,"Joavany Alvarez, Linda Baldrich, María Cecilia Botero, Lorna Cepeda, Bruno Díaz, Iván Marín, Alejandro Palacio, Liss Pereira, Ricardo Quevedo, Carolina Sarmiento, Ivan Rene Valenciano","She's single, pregnant and fighting for the job of her dreams. The last thing she needs is to fall in love.",5.2,107,,,$ 537185,,,1.0
tt9619798,La Missy sbagliata,The Wrong Missy,2020,2020-05-13,"Comedy, Romance",90,USA,English,Tyler Spindel,"Chris Pappas, Kevin Barnett",Happy Madison Productions,"David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson, Jackie Sandler, Molly Sims, Sarah Chalke, Chris Witaske, Rob Schneider, John Farley, Jorge Garcia, Joe Anoa'i, Jonathan Loughran, Jared Sandler, Chris Titone","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",5.7,28650,,,,33.0,567.0,70.0
tt9620292,Promising Young Woman,Promising Young Woman,2020,2020-07-17,"Comedy, Crime, Drama",113,"UK, USA",English,Emerald Fennell,Emerald Fennell,FilmNation Entertainment,"Carey Mulligan, Bo Burnham, Laverne Cox, Clancy Brown, Jennifer Coolidge, Alison Brie, Christopher Mintz-Plasse, Molly Shannon, Angela Zhou, Sam Richardson, Connie Britton, Steve Monroe, Casey Adams, Francisca Estevez, Timothy E. Goodwin","A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who cross her path.",6.5,349,,,,74.0,4.0,52.0
tt9621284,The Last Right,The Last Right,2019,2019-12-06,"Comedy, Drama",106,Ireland,English,Aoife Crehan,Aoife Crehan,CrossDay Productions Ltd.,"Niamh Algar, Samuel Bottomley, Cian Boylan, Brian Cox, Luke Hanlon, Michiel Huisman, Sarah Caitriona Lynch, Louise Mathews, Kevin McCormack, Michael McElhatton, Colm Meaney, Brian Matthews Murphy, Donna Anita Nikolaisen, Jim Norton, Eleanor O'Brien",A fateful exchange on a flight has consequences for Daniel Murphy. He's left in charge of a corpse of someone he never knew. He is persuaded to take on the challenge of getting a coffin from his family home in Clonakilty to Rathlin Island.,5.8,280,,,$ 88725,,16.0,2.0
tt9624470,Gromkaya svyaz,Gromkaya svyaz,2019,2019-02-14,Comedy,96,Russia,Russian,Aleksey Nuzhnyy,Leonid Barats,,"Anastasiya Ukolova, Leonid Barats, Irina Gorbacheva, Rostislav Khait, Mariya Mironova, Kamil Larin, Veronika Kornienko, Aleksandr Demidov, Anastasia Yaseva","Seven friends, having gathered in a country house, begin to play the game in a joke - participants must read out aloud all messages that come to them, and answer calls only via speakerphone...",6.6,897,,,$ 8864882,,3.0,
tt9624686,Tottumiskysymys,Tottumiskysymys,2019,2019-09-27,"Comedy, Drama",75,Finland,"Finnish, English","Reetta Aalto, Alli Haapasalo","Reetta Aalto, Alli Haapasalo",Tuffi Films,"Veikko Aalste, Teemu Aromaa, Suvi Blick, Tommi Eronen, Seidi Haarla, Joel Hirvonen, Johannes Holopainen, Leo Honkonen, Niina Hosiasluoma, Nelli Juusela, Lotta Kaihua, Ona Kamu, Ria Kataja, Elina Knihtilä, Tommi Korpela",A film by seven directors shows us moments in women's lives that usually remain hidden. Force of Habit follows the lives of various women throughout one day.,7.0,285,EUR 400000,,,,,1.0
tt9625240,Nevia,Nevia,2019,2019-09-05,Drama,86,Italy,Italian,Nunzia De Stefano,"Nunzia De Stefano, Chiara Ridolfi",Archimede,"Virginia Apicella, Pietra Montecorvino, Rosy Franzese, Pietro Ragusa, Franca Abategiovanni, Simone Borrelli, Lola Bello Durojaiye, Gianfranco Gallo","Nevia, a Neapolitan girl that comes from a poor family, joins a circus, trying to escape from poverty.",5.7,131,,,,,,7.0
tt9625632,Mes jours de gloire,Mes jours de gloire,2019,2020-02-26,Comedy,98,France,French,Antoine de Bary,"Elias Belkeddar, Antoine de Bary",Iconoclast,"Vincent Lacoste, Emmanuelle Devos, Christopher Lambert, Noée Abita, Damien Chapelle, Marc Fraize, Antoine Poulet, Jochen Hägele, Pierre Maillard, Thomas Blumenthal, Nordine Bouazzaoui, Jules Dieng, Margot Marie Ménéguz, Régis Marvin Merveille N'Kissi Moggzi, Mahia Zrouki",An actor who enjoyed success in his youth finds his career and life in a downward spiral as he gets older.,5.7,249,,,$ 204055,,1.0,4.0
tt9625664,Trauma Center,Trauma Center,2019,2019-12-06,"Action, Thriller",87,USA,"English, Spanish",Matt Eskandari,Paul Da Silva,Emmett/Furla/Oasis Films (EFO Films),"Nicky Whelan, Bruce Willis, Tito Ortiz, Texas Battle, Catherine Davis, Sergio Rizzuto, Tyler Jon Olson, Roman Mitichyan, Jonathan Galanis, Steve Guttenberg, Carroll 'Pinky' Duwart III, Jaime Irizarry, Koldo Fombellida, Leslee Emmett, Katira Maria","Alone and trapped in a locked-down hospital, an injured young woman must escape a pair of vicious killers who are after the only piece of evidence that can implicate them in a grisly murder, the bullet in her leg.",4.6,5367,,,$ 92968,,256.0,24.0
tt9626278,Fourteen,Fourteen,2019,2020-01-16,Drama,94,USA,English,Dan Sallitt,Dan Sallitt,Static Prods.,"Tallie Medel, Norma Kuhling, Lorelei Romani, C. Mason Wells, Dylan McCormick, Kolyn Brown, Willy McGee, Scott Friend, Evan Davis, Ben Sloane, Caroline Luft, Strawn Bovee, Solya Spiegel, Aundrea Fares, Jesse Hochstadt","Over the course of a decade, a young woman becomes increasingly dysfunctional due to undiagnosed mental illness, or perhaps to drugs, while her more stable friend sometimes tries to help, sometimes backs away to preserve herself.",6.9,303,$ 95000,,,79.0,,108.0
tt9626764,Ekipa,Ekipa,2019,2019-10-24,"Comedy, Crime",96,Serbia,Serbian,Marko Sopic,Rade Cosic,,"Rade Cosic, Andrija Milosevic, Ivana Dudic, Dragan Jovanovic, Srdjan 'Zika' Todorovic, Ljubomir Bandovic, Milos Timotijevic, Lazar Djukic, Andjela Jovanovic, Ratko Tankosic, Nikola Ristanovski, Sergej Trifunovic, Ljiljana Stjepanovic, Ivan Ivanovic-Juice, Aleksandar Lazic",Following an unfortunate accident popular Partizan Belgrade footballer Zdravko risks his life and livelihood when he becomes involved with the mob.,4.5,478,,,$ 247752,,6.0,2.0
tt9626774,Amar,Amar,2019,2019-05-31,"Action, Drama, Romance",132,India,Kannada,Nagashekar,Nagashekar,Sandesh Productions,"Abishek Ambareesh, Tanya Hope, Devaraj, Sadhu Kokila, Chikkanna, Anup Bhandari, Rachita Ram, Sudha Rani, Deepak Shetty, Darshan Thoogudeep",Amar is a rich industrialist who lives life without worries. A chance video of the love of his life as a nun in Switzerland makes him relive his romance and set out to find her. What is the reason for her to take up this way of life?,5.2,121,,,,,8.0,1.0
tt9628392,Mayabazaar 2016,Mayabazaar 2016,2020,2020-02-28,"Comedy, Crime, Drama",133,India,Kannada,Radhakrishna Reddy,,PRK Productions,"Prakash Raj, Raj B. Shetty, Vasishta N. Simha, Achyuth Kumar, Abhi, Shravan Aithal, Anbu, Anjinappa, Aravind, Balaji, Harish Bellary, Raghu Bhat, Kila Kila Chandru, Chethan Charly, Chitkala","An honest cop, a conman and a hopeless romantic form an unusual team during the days of demonetisation to pull off a scam. A scam that is bigger than demonetisation, but things go haywire.",7.1,437,,,,,13.0,2.0
tt9632590,Un'estate con Sofia,Une fille facile,2019,2020-08-13,"Comedy, Drama",92,France,"French, Italian, English",Rebecca Zlotowski,"Teddy Lussi-Modeste, Rebecca Zlotowski",Les Films Velvet,"Mina Farid, Zahia Dehar, Benoît Magimel, Nuno Lopes, Clotilde Courau, Loubna Abidar, Lakdhar Dridi, Henri-Noël Tabary, Cédric Appietto, Mickaël Migliorini, Mathias Ben Hamou, Lise Lomi, Martine Guzman, Julie Allione, Lolita Chammah","Naima is 16 and lives in Cannes. She has given herself the summer to choose what she wants to do with her life. Then her cousin Sofia, with her alluring lifestyle, arrives to spend the holidays with her.",5.6,2728,,,$ 644582,78.0,20.0,50.0
tt9635540,Darbar,Darbar,2020,2020-01-09,"Action, Thriller",159,India,Tamil,A.R. Murugadoss,"Ranjeet Bahadur, A.R. Murugadoss",Lyca Productions,"Rajinikanth, Nayanthara, Nivetha Thomas, Sunil Shetty, Yogi Babu, Prateik, Nawab Shah, Dalip Tahil, Jatin Sarna, Sriman, Guru Bhullar, Shamata Anchan, Mirabel Stuart, David P Perlmutter, Yograj Singh",A police officer is on a chase to hunt down a dreaded gangster to fulfill his own secret agenda.,6.2,4283,,,$ 1738535,,169.0,17.0
tt9635616,Pan deng zhe,Pan deng zhe,2019,2019-09-30,"Action, Adventure, Drama",125,China,"Mandarin, Tibetan",Daniel Lee,"Alai, Ying Shang",Shanghai Film Group,"Jing Wu, Ziyi Zhang, Boran Jing, Yi Zhang, Ge Hu, Jackie Chan, Long Chen, Duobujie, Lin He, Xiao-feng Liu, Lawang Lop, Quniciren, Jingchun Wang",The four members of the China Everest Climbing Commando confront the most difficult mount. The first four failures have cost them too much physical strength until the wind and snow stop the gap.,5.4,733,,$ 487157,$ 156784763,,15.0,16.0
tt9636256,Sindhubaadh,Sindhubaadh,2019,2019-06-27,"Action, Thriller",133,India,Tamil,S.U. Arun Kumar,,Vansan Movies,"Vijay Sethupathi, Anjali, Linga, Vivek Prasanna, Surya Vijay Sethupathi",It's a story of a common man Thiru who ventures out from his comfort zone looking to make money and becomes Sindhubaadh.,5.2,320,,,$ 13220,,9.0,8.0
tt9636630,Home Sweet Home,Home Sweet Home,2020,2020-05-01,"Comedy, Drama, Romance",84,USA,,Juan Mas,Lesley Ann McDaniel,5x5 Productions,"Natasha Bure, Ben Elliott, Krista Kalmus, Sarah Kim, Juli Erickson, Josephine Keefe, Gabriel Cortez Jr., Saint Lorenzo, Jacqueline Leach, Aubrey Shimek Davis, John Reddy, Kenny Powell, Chauncey Jones, Mark Pinckney, Annie Schulz","Bored with her social butterfly lifestyle, Victoria Tremont longs to find that special someone. Naturally, when a handsome stranger walks into the coffee shop where she works, she turns on ...",4.6,233,,,,,11.0,1.0
tt9636910,I Love You (Nanne Preethse),I Love You (Nanne Preethse),2019,2019-06-14,"Drama, Romance",122,India,"Kannada, Telugu",R. Chandru,R. Chandru,Sri Siddeshwara Enterprises,"Upendra, Rachita Ram, Sonu Gowda, Brahmanandam, P.D. Sathish Chandra, Honnavalli Krishna, Sudhir","When Santu meets Dharmika after few years of romantic college life, will he win the lost love, or is there something surprise round the corner.",4.7,132,INR 10000000,,,,5.0,2.0
tt9637246,Midday Demons,Midday Demons,2018,2019-11-01,Horror,85,"Italy, Ireland",English,Rossella De Venuto,Rossella De Venuto,Interlinea Films,"Kelly Campbell, Antonella Carone, Federica Caroppa, Federico Castelluccio, Fiona Glascott, Salvatore Lazzaro, Ray Lovelock, Bianca Nappi, Marcello Prayer, Pietro Ragusa","Megan, a successful Irish artist, lives in Dublin with her husband Leo, an Italian who emigrated there several years ago. After receiving the news of the death of Leo's uncle, Monsignor ...",4.1,105,EUR 1,,,,,11.0
tt9638084,National Theatre Live: Small Island,National Theatre Live: Small Island,2019,2019-06-27,Drama,210,UK,English,"Tony Grech-Smith, Rufus Norris","Helen Edmundson, Andrea Levy",,"Amy Forrest, Leah Harvey, Sandra James-Young, Keira Chansa, Trevor Laird, Jacqueline Boatswain, Shaquahn Crowe, C.J. Beckford, Natey Jones, Chereen Buckley, Andrew Rothney, Aisling Loftus, Beatie Edney, Stephanie Jacob, Adam Ewan","A journey from Jamaica to Britain, through the Second World War to 1948 - the year the HMT Empire Windrush docked at Tilbury.",8.6,219,,,$ 1180303,,1.0,
tt9638206,Gong hei bat poh,Gong hei bat poh,2019,2019-01-31,Comedy,90,Hong Kong,"Cantonese, Mandarin",Ho-Cheung Pang,"Sunny Lau, Ho-Cheung Pang",Bravos Pictures,"Yat Ning Chan, Dada Chan, Gigi Leung, June Lam, Tien You Chui, Hanjin Tan, Suet Lam, Yanki Din, Yin Tse, Jo Kuk, Miriam Chin Wah Yeung, Isabella Leong, Matt Chow, Chung-Ho Auyeung, Susan Yam-Yam Shaw","Six girls and two boys often talk to one another in their mobile group chat, ""Pat Poh"". However, their friendship starts getting strained when various conflicts arise among them, such as ...",5.3,193,,,$ 3692,,2.0,9.0
tt9638668,Singel 39,Singel 39,2019,2019-05-09,"Comedy, Romance",90,Netherlands,Dutch,Frank Krom,"Marnie Blok, Eddy Terstall",Millstreet Films,"Lies Visschedijk, Waldemar Torenstra, Eva van de Wijdeven, Rebecca Bakker, Urias Boerleider, Reinier Bulder, Dahiana Candelo, Gerard Cox, Steyn de Leeuwe, Fabrice Deville, Sabri Saad El-Hamus, David Elsendoorn, George Groot, Boyd Grund, Loes Haverkort","A hard-nosed, spouseless cardiac surgeon finds herself reconsidering her career-driven life choices as she bonds with her lighthearted new artist neighbor.",6.1,670,,,$ 1865000,,5.0,3.0
tt9639274,Bangla,Bangla,2019,2019-05-16,Comedy,84,Italy,"Italian, Bengali",Phaim Bhuiyan,"Phaim Bhuiyan, Vanessa Picciarelli",Fandango,"Phaim Bhuiyan, Carlotta Antonelli, Simone Liberati, Pietro Sermonti, Alessia Giuliani, Bob Corn, Milena Mancini, Rishad Noorani, Raja Sethi, Davide Fornaro, Sahila Mohiuddin, Nasima Akhter, Fabian Durrani, Sanija Shoshi Haque, Tangir Ahammed Miah","It's about an Italian young man, whose parents are from Bangladesh. He lives with his mom, dad and sister in a house in Rome. He works in a museum, and in his free time, performs with his ...",5.6,657,,,$ 211568,,3.0,10.0
tt9642630,Prawaas,Prawaas,2020,2020-02-14,"Drama, Family",133,India,Marathi,Shashank Udapurkar,Shashank Udapurkar,Om Chhangani Films,"Ashok Saraf, Padmini Kolhapure, Shashank Udapurkar, Vikram Gokhale, Rajit Kapoor, Bharat Dabholkar, Maadhav Deochake, Anup Jalota, Supriya Karnik, Shreyas Talpade, Bhushan Telang",Prawaas is the journey of an elderly couple Abhijat Inamdar (Ashok Saraf) and Lata Inamdar (Padmini Kolhapure). Every person has a certain time to live in this world and it's important to ...,8.2,111,,,,,16.0,
tt9642950,Darkhoongah,Darkhoongah,2019,2019-10-02,Drama,104,Iran,Persian,Siavash As'adi,Siavash As'adi,,"Amin Hayayee, Jaleh Sameti, Mehraveh Sharifinia, Mahmoud Jafari, Pantea Panahiha, Mansour Shahbazi, Jamshid Hashempur, Nader Fallah, Alireza Ostadi, Afshin Sangchap, Fatemeh Mortazi, Lotfollah Seifi, Arash Saretan","Reza returns from Japan to start a new business using his savings in the past 8 years, but his family members hide something from him that could damage his plans.",5.8,299,IRR 30000000000,,,,1.0,4.0
tt9643408,Domains,Domains,2019,2019-01-24,Drama,150,Japan,Japanese,Natsuka Kusano,Tomoyuki Takahashi,,"Tomomitsu Adachi, Tomo Kasajima, Ryu Kenta, Asami Shibuya","Aki and Naoko are childhood friends who are drifting apart as adults. Immersed in her family life, Naoko now has a husband and daughter; Aki, on the other hand, remains single and is on ...",6.2,211,,,,,3.0,3.0
tt9646240,L'uomo senza gravità,L'uomo senza gravità,2019,2019-10-21,"Comedy, Drama, Fantasy",107,"Italy, Belgium","Italian, English, French",Marco Bonfanti,"Marco Bonfanti, Marco Bonfanti",Isaria Productions,"Elio Germano, Michela Cescon, Elena Cotta, Silvia D'Amico, Vincent Scarito, Pietro Pescara, Jennifer Brokshi, Andrea Pennacchi, Cristina Donadio, Dieter-Michael Grohmann, Dominique Lombardo, Francesco Procopio, Salvio Simeoli, Agnieszka Jania, Balkissa Souley Maiga","Oscar comes to light on a stormy night, in the hospital of a small town and immediately we understand that there is something extraordinary in him : Does not obey the law of gravity. It ...",6.3,1762,EUR 2600000,,,,30.0,100.0
tt9646548,Açela,Açela,2020,2020-02-04,"Animation, Adventure, Comedy",70,USA,English,Özgür Dogruöz,Özgür Dogruöz,Özgür Dogruöz Film,"Mike Carnes, Nic Ferg, Ashley Mellinger, Yunus Emre Pekcici, Trinity Santos, Randy Shannon, Helana Summer",Açela and her friends embark on an enchanting journey deep into a mysterious forest to discover the village's legend of the Taleteller.,6.5,947,,,,,15.0,
tt9646768,No Coração do Mundo,No Coração do Mundo,2019,2019-08-01,Drama,121,Brazil,Portuguese,"Gabriel Martins, Maurílio Martins","Gabriel Martins, Maurílio Martins",Filmes de Plástico,"Kelly Crifer, Leo Pyrata, Grace Passô, Bárbara Colen, Robert Frank, Rute Jeremias, Renato Novaes, Barbara Amaral, Léo Amaral, Andrezera, Chris Antuña, Russo Apr, Rômulo Braga, Delardino Caetano, Ana Lúcia Campos","The inhabitants of the Brazilian city of Contagem yearn for a better life. At the core of it all is Selma, a woman dreaming about the heart of the world: it could be anywhere, as long as it's a place where to feel happier.",7.2,231,,,,,1.0,1.0
tt9647298,God of the Piano,God of the Piano,2019,2019-11-07,Drama,80,Israel,Hebrew,Itay Tal,Itay Tal,Film Republic,"Naama Preis, Andy Levi, Ze'ev Shimshoni, Ron Bitterman, Shimon Mimran, Alon Openheim, Liora Rivlin, Ami Weinberg, Ezra Dagan, Eli Gorenstein, Esti Kosowitzki, Shalom Korem","For Anat, music is everything. Having never been able to reach her father's musical standards, she rests her hopes on the child she's about to have. When the baby is born deaf, Anat succumbs to extreme measures to keep the dream alive.",6.9,280,,,$ 23079,,4.0,4.0
tt9647330,G Saat,G Saat,2018,2018-11-01,"Animation, Crime, Drama",105,Hong Kong,"Chinese, Cantonese","Cheuk Pan Lee, Cheuk Pan Lee",Chung-Yu Chiang,Film Development Fund of Hong Kong,"Hanna Chan, Lu Huang, Sen Lam, Kyle Li, Alan Chun-Kwong Luk, Chapman To, Cheuk-na Yeung","When the paths of a gifted female student, a cellist, an autistic teenager, a police officer, a prostitute, a teacher and a dog are entwined the very night a human head is discovered, ...",6.0,181,,,$ 78419,,2.0,14.0
tt9647768,Il lago delle oche selvatiche,Nan fang che zhan de ju hui,2019,2020-02-13,"Crime, Drama",113,"China, France",Chinese,Yi'nan Diao,Yi'nan Diao,Arte France Cinéma,"Ge Hu, Gwei Lun-Mei, Fan Liao, Regina Wan, Dao Qi, Jue Huang, Zeng Meihuizi, Yicong Zhang, Yongzhong Chen, Chloe Maayan",A gangster on the run sacrifices everything for his family and a woman he meets while on the lam.,6.8,4012,,$ 12573,$ 31042413,76.0,14.0,92.0
tt9648078,Ashita sekai ga owaru to shitemo,Ashita sekai ga owaru to shitemo,2019,2019-01-25,"Animation, Drama, Family",93,Japan,Japanese,Yuhei Sakuragi,,Craftar Studio,"Yûki Kaji, Inori Minase, Yoshiki Nakajima, Sayaka Senbongi, Kenjirô Tsuda, Maaya Uchida, Aoi Yûki","Shin has shut his heart ever since his mother died when he was young. His childhood friend Kotori has been looking after him ever since. Now that they are in the third year of high school, ...",5.7,124,,,$ 38539,,,4.0
tt9648372,Breve historia del planeta verde,Breve historia del planeta verde,2019,2019-05-30,"Adventure, Drama, Fantasy",75,"Argentina, Germany, Brazil, Spain",Spanish,Santiago Loza,Santiago Loza,Anavilhana Filmes,"Romina Escobar, Paula Grinszpan, Luis Soda","Tania learns that her grandmother spent the last years of her life in the loving company of an alien. Together with two friends, the Trans woman travels through rural Argentina to bring the creature back to its place of origin.",5.7,177,EUR 425406,,$ 1368,,,5.0
tt9648668,Wedding Cha Shinema,Wedding Cha Shinema,2019,2019-04-12,Comedy,137,India,Marathi,Saleel Kulkarni,"Nihar Shantanu Bhave, Nihar Shantanu Bhave",Gerua Productions,"Shivraj Waichal, Rucha Inamdar, Mukta Barve, Purnima Ahire, Adesh Aware, Sunil Barve, Prajakta Hanamghar, Bhau Kadam, Ashwini Kalsekar, Sankarshan Karhade, Tyagraj Khadilkar, Alka Kubal, Pranit Kulkarni, Tushar Pandit, Yogini Pophale",a glimpse of most adventurous journey called 'Marriage'.,6.9,117,,,,,5.0,
tt9648672,Street Dancer 3D,Street Dancer 3D,2020,2020-01-24,"Drama, Music",146,India,Hindi,Remo D'Souza,Farhad Samji,Remo D'Souza Entertainment,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi, Aparshakti Khurana, Dharmesh Yelande, Salman Yusuff Khan, Punit Pathak, Raghav Juyal, Sushant Pujari, Caroline Wilde, Sonam Bajwa, Vartika Jha, Nikita Anand, Jesus Soria Antalen",A coming-of-age story based on the lives of street dancers.,3.6,4734,,,$ 10339127,,253.0,18.0
tt9648886,Un divano a Tunisi,Un divan à Tunis,2019,2020-10-08,Comedy,88,"France, Tunisia","French, Arabic",Manele Labidi,"Maud Ameline, Manele Labidi",Kazak Productions,"Golshifteh Farahani, Majd Mastoura, Aïsha Ben Miled, Feryel Chammari, Hichem Yacoubi, Najoua Zouhair, Jamel Sassi, Ramla Ayari, Moncef Ajengui, Zied Mekki, Oussama Kochkar, Mhadheb Rmili, Rim Hamrouni, Yosra Bouzaiene, Atef Ben Chedly","After years abroad in Paris, Selma returns to Tunis with the dream of opening up her own psychotherapy practice.",6.3,784,EUR 1500000,,$ 2711150,,5.0,27.0
tt9648942,Dilan 1991,Dilan 1991,2019,2019-02-28,"Drama, Romance",121,Indonesia,Indonesian,"Pidi Baiq, Fajar Bustomi","Pidi Baiq, Titien Wattimena",Falcon Pictures,"Iqbaal Dhiafakhri Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp, Adhisty Zara, Afrizal, Herwan Sumadipura, Daisy, Happy Salma, Farhan, Moira, Ceu Popon, Roy Sungkono, Maudy Koesnaedi, Jerome Kurnia","Dilan and Milea officially date. But Dilan is threatened to be expelled from school due to involves in gang fights. One day, when he is planning to fight again, Milea asks him to quit the motorcycle gang or their relationship ends.",6.6,724,IDR 10000,,,,2.0,8.0
tt9648994,Sole,Sole,2019,2019-10-24,Drama,90,"Italy, Poland",Italian,Carlo Sironi,"Antonio Manca, Giulia Moriggi",Kino Produzioni,"Bruno Buzzi, Sandra Drzymalska, Marco Felli, Barbara Ronchi, Claudio Segaluscio, Vitaliano Trevisan","Lena is seven months pregnant and she's ready to sell the baby in her belly. Ermanno agrees to pretend to be the father. Fabio, the uncle of Ermanno, will pay them to buy the child that he ...",5.2,330,,,$ 26074,,2.0,9.0
tt9651918,What Love Looks Like,What Love Looks Like,2020,2020-01-19,"Comedy, Drama, Romance",88,USA,English,Alex Magaña,Alex Magaña,ACM Films,"Tevy Poe, Kylee Wofford, Kate Durocher, Rhei Liu, Jamie Shelnitz, Josh Gilmer, Adriana Rafaela, Ashley Rose McKenna, Gabriella Wisdom, Stephaun Pender, Connor Wilkins, Calvin Peters, Margo Graff, Trevor Sean, Nathan Kohnen",Five interwoven love stories explore the ups and downs of finding love.,4.9,307,,,,,69.0,39.0
